"expt_date,12/07/2018 14:18"
"subj_name,1207185_wmPrecis01"
"seed,1544213920"
"restarting,False"
"env,booth"
"save_dir,./../subjects/"
"debug,False"
"project_dir,./../"

"expt_date,12/07/2018 14:18"
"subj_name,1207185_wmPrecis01"
"seed,1544213939"
"restarting,False"
"env,booth"
"save_dir,./../subjects/"
"debug,False"
"project_dir,./../"

block,trial,colorind,colordeg,colorrgb0,colorrgb1,colorrgb2,wm_respdeg,wm_colorind,wm_colorrgb0,wm_colorrgb1,wm_colorrgb2,wm_degdiff,wm_rts,timeBlockStart,timeEncArrayOnset,timeEncArrayOffset,timeProbeOnset,timeProbeOffset
0,33,507,356.484375,0.805995650865,0.232688349973,-1.0,92.4787891086,508.0,0.814199817736,0.228638933499,-1.0,1.03683589142,2.73406008352,36.4761473588,246.343064074,247.151434693,248.159920606,250.901941169
0,34,427,300.234375,0.163265173604,0.444863218481,-0.840208708629,146.171704082,432.0,0.199227897075,0.437687328843,-1.0,3.59392091766,3.4138234416,36.4761473588,251.927087295,252.735515504,253.743982315,257.161083517
0,35,192,135.0,1.0,-0.0635997558896,0.421658406928,-48.6522227803,197.0,1.0,-0.035797595552,0.455774741445,3.65222278031,3.17058266373,36.4761473588,258.186239907,258.994660418,260.003120387,263.178533735
0,36,290,203.90625,0.131265381085,0.370776544741,0.578206616232,-113.827421381,290.0,0.131265381085,0.370776544741,0.578206616232,-0.0788286194296,3.20103729703,36.4761473588,264.203693546,265.01210864,266.020575451,269.229294972
0,37,471,331.171875,0.506014005179,0.354993781952,-1.0,129.931981873,455.0,0.375608248681,0.394875365091,-1.0,-11.1038568734,1.79010331351,36.4761473588,270.254454783,271.062893256,272.071361492,273.871583469
0,38,41,28.828125,1.0,0.0148395037771,-1.0,74.291362171,22.0,1.0,0.111842423158,-1.0,-13.119487171,1.85972742457,36.4761473588,274.896725889,275.70518888,276.713640295,278.580527361
0,39,364,255.9375,-0.160194321586,0.476704516321,-0.00341124574885,-169.094977955,368.0,-0.150457169737,0.477793263397,-0.0457341785459,3.15747795477,3.26269465685,36.4761473588,279.605662084,280.414104547,281.422557959,284.689646816
1,0,185,130.078125,1.0,-0.102214474652,0.370299946716,-36.9727624896,181.0,1.0,-0.123914391386,0.3392011262,-3.10536251043,2.08496974269,287.799002902,288.815188144,289.623667385,290.632088296,292.724030941
1,1,6,4.21875,0.895129075663,0.186272780825,-1.0,91.7508541865,510.0,0.830554458933,0.220436700166,-1.0,-5.96960418654,2.02290783031,287.799002902,293.749162813,294.557595583,295.566059543,297.599647392
1,2,423,297.421875,0.135229581944,0.450080889006,-0.750039916123,163.375521856,408.0,0.036737934283,0.465637664749,-0.515938449969,-10.797396856,1.98720171023,287.799002902,298.624802927,299.433223723,300.441687113,302.433619438
1,3,106,74.53125,1.0,-0.287630069369,-0.390564445695,-2.09206627948,131.0,1.0,-0.308451667147,-0.125800503078,17.5608162795,2.81711711036,287.799002902,303.458757581,304.267209454,305.27566258,308.10100816
1,4,462,324.84375,0.432089675478,0.378486360879,-1.0,125.91672831,461.0,0.423959648591,0.380927367285,-1.0,-0.760478309551,1.43760651909,287.799002902,309.126161984,309.934594184,310.943045885,312.384934276
1,5,207,145.546875,0.985653507947,0.0195431921708,0.51699622314,-16.2903392319,151.0,1.0,-0.262720288689,0.0734626651272,-39.2565357681,1.86565573141,287.799002902,313.410048757,314.218496353,315.226947484,317.102174777
1,6,293,206.015625,0.103830259013,0.378659598285,0.564617056734,-122.969403903,303.0,0.0191349273956,0.402522842081,0.512018356663,6.95377890346,0.964249975514,287.799002902,318.127319763,318.935762227,319.944209936,320.910997845
1,7,384,270.0,-0.0924750057551,0.477945316949,-0.222479273925,-172.93526325,374.0,-0.132039125116,0.478634076427,-0.110628443238,-7.0647367504,5.18728592759,287.799002902,321.936147108,322.744579308,323.753036996,328.945378549
1,8,204,143.4375,1.0,0.00303256528985,0.499654420455,-47.8985767993,196.0,1.0,-0.0413610816081,0.449130757868,-5.53892320072,2.8408098123,287.799002902,329.970564304,330.778944902,331.787409717,334.637784249
1,9,463,325.546875,0.440238315199,0.376011795327,-1.0,129.494522142,456.0,0.383612429175,0.392633185378,-1.0,-5.04139714202,1.28429275099,287.799002902,335.662932941,336.471360865,337.479832238,338.771656111
1,10,120,84.375,1.0,-0.310161497659,-0.240162905937,5.47736872883,120.0,1.0,-0.310161497659,-0.240162905937,0.147631271171,2.11031771777,287.799002902,339.796788838,340.605227311,341.613683288,343.730627801
1,11,59,41.484375,1.0,-0.0814409933332,-1.0,55.0493485881,50.0,1.0,-0.033148730948,-1.0,-6.53372358812,1.4712479664,287.799002902,344.755770506,345.564201851,346.572679781,348.047879477
1,12,358,251.71875,-0.170583909915,0.474268316859,0.0585874414746,-160.673675327,357.0,-0.1717918326,0.473767524415,0.068739031695,-1.0450746733,2.01794229494,287.799002902,349.072989396,349.881434711,350.889887837,352.915146862
1,13,263,184.921875,0.405698801511,0.284171736334,0.651829885785,-90.7777229943,257.0,0.470472903111,0.261039853404,0.655841377839,-4.14415200574,1.25455741817,287.799002902,353.940288712,354.748723763,355.757181451,357.015671212
1,14,210,147.65625,0.958022500947,0.0359304984579,0.533421856807,-29.9647653362,171.0,1.0,-0.176011872558,0.256450910142,-27.6914846638,1.55395517917,287.799002902,358.040828458,358.84925296,359.857710648,361.416256459
1,15,128,90.0,1.0,-0.310663006781,-0.156689791083,1.02761678644,127.0,1.0,-0.31111021432,-0.167036648065,-1.02761678644,2.76924333535,287.799002902,362.441395173,363.249814259,364.258305018,367.033637741
1,16,340,239.0625,-0.166837174664,0.460980112934,0.232376404312,-158.051300916,353.0,-0.175041255135,0.471490071959,0.108799216003,8.98880091647,2.19973183796,287.799002902,368.058763341,368.867231748,369.875683734,372.084292067
1,17,222,156.09375,0.841778467246,0.0997291618919,0.589484691865,-56.0367723052,208.0,0.97651257568,0.025020743352,0.522574479073,-10.0569776948,1.36501568882,287.799002902,373.109475541,373.917861556,374.926323235,376.301499496
1,18,111,78.046875,1.0,-0.298677811705,-0.336106236365,7.25319461273,118.0,1.0,-0.308588151016,-0.261285249573,4.69993038727,1.3477274063,287.799002902,377.326652465,378.135082385,379.143541213,380.502050417
1,19,43,30.234375,1.0,0.00424534395127,-1.0,56.5203199477,48.0,1.0,-0.0224273256894,-1.0,3.24530505229,1.05907210056,287.799002902,381.527197685,382.335620762,383.344079875,384.410903193
1,20,312,219.375,-0.0464483572634,0.420925197877,0.455573212045,-120.327634119,299.0,0.0516645560415,0.393417669654,0.534378752182,-9.04736588087,1.3181599956,287.799002902,385.436061579,386.244467835,387.252926378,388.578093773
1,21,446,313.59375,0.304696255059,0.41359904426,-1.0,141.380371108,439.0,0.251144291643,0.426392204401,-1.0,-4.97412110785,2.07086741878,287.799002902,389.60325558,390.411682648,391.42013777,393.495412504
1,22,63,44.296875,1.0,-0.102744642793,-1.0,46.847610266,61.0,1.0,-0.0921163965413,-1.0,-1.14448526599,2.18543308228,287.799002902,394.520550933,395.328978001,396.337459352,398.529428569
1,23,118,82.96875,1.0,-0.308588151016,-0.261285249573,7.22072190496,118.0,1.0,-0.308588151016,-0.261285249573,-0.189471904957,2.41537151858,287.799002902,399.554537917,400.362959854,401.371417257,403.796768881
1,24,280,196.875,0.228089347314,0.342018854333,0.61587222022,-113.397763916,289.0,0.140592130943,0.368073254824,0.582505265782,6.52276391593,2.33190680295,287.799002902,404.821850576,405.630303303,406.638780948,408.98073742
1,25,224,157.5,0.821619416966,0.11002478857,0.597264883709,-69.7629057239,227.0,0.791019951953,0.125257787881,0.608066708266,2.26290572394,1.54780677706,287.799002902,410.005882692,410.814317458,411.822770014,413.381393657
1,26,323,227.109375,-0.11001989341,0.43965344528,0.375855360355,-131.162737883,315.0,-0.0657111424032,0.426434809442,0.434956515233,-5.94663711733,1.47516006744,287.799002902,414.406433442,415.214886454,416.223344428,417.70686468
1,27,86,60.46875,1.0,-0.21659106269,-0.625617802914,33.690067526,80.0,1.0,-0.189075709245,-0.708965549488,-4.15881752598,3.62152972817,287.799002902,418.732045873,419.54043759,420.54890383,424.174373884
1,28,303,213.046875,0.0191349273956,0.402522842081,0.512018356663,-125.624533379,307.0,-0.0113868739462,0.411053355611,0.487957006857,2.57765837908,2.36183742713,287.799002902,425.199504615,426.007957913,427.016402201,429.383391331
1,29,403,283.359375,0.00657627305109,0.469456436931,-0.450524507496,176.678524237,389.0,-0.0691208065164,0.476626077068,-0.280234315682,-10.0378992367,1.64071647171,287.799002902,430.408491557,431.216948276,432.225414802,433.875616166
1,30,350,246.09375,-0.175756816429,0.469490941964,0.138247479403,-169.738625283,369.0,-0.147694689129,0.477999187239,-0.0564338676883,13.6448752828,2.39637807058,287.799002902,434.90076999,435.709205041,436.717660163,439.117970292
1,31,232,163.125,0.739158239773,0.150046616059,0.623712016981,-66.2413190747,222.0,0.841778467246,0.0997291618919,0.589484691865,-6.88368092529,2.41794394841,287.799002902,440.143120124,440.951544627,441.960007162,444.385321153
1,32,441,310.078125,0.266287261384,0.422891888867,-1.0,146.447167612,432.0,0.199227897075,0.437687328843,-1.0,-6.52529261161,1.63050743286,287.799002902,445.410461863,446.218888931,447.227357453,448.86089062
1,33,296,208.125,0.0772713571413,0.386205321608,0.550001308524,-115.893646994,293.0,0.103830259013,0.378659598285,0.564617056734,-2.23135300577,2.25077817263,287.799002902,449.88604644,450.6944775,451.702950583,453.961568353
1,34,233,163.828125,0.728670395113,0.154909781369,0.626482233315,-72.84162607,232.0,0.739158239773,0.150046616059,0.623712016981,-0.986498930042,2.51000776049,287.799002902,454.986772069,455.795130144,456.803619477,459.320581324
1,35,501,352.265625,0.7564492333,0.256253544744,-1.0,103.069317896,493.0,0.689769084006,0.285700779988,-1.0,-5.33494289628,1.90291648544,287.799002902,460.345751684,461.154161646,462.162623041,464.071189294
1,36,332,233.4375,-0.146647089803,0.45205423783,0.302714191958,-157.633654546,352.0,-0.17544712699,0.470851603012,0.118673592819,14.1961545457,2.76019236073,287.799002902,465.096338841,465.904775603,466.913248401,469.680260567
1,37,450,316.40625,0.335949728395,0.405598329481,-1.0,141.927218126,438.0,0.243622561222,0.428096439079,-1.0,-8.33346812601,1.28700887039,287.799002902,470.705396715,471.513838609,472.522292591,473.814124447
1,38,187,131.484375,1.0,-0.0912463489427,0.385383214542,-48.766387971,197.0,1.0,-0.035797595552,0.455774741445,7.28201297097,1.6250791857,287.799002902,474.839310202,475.647699353,476.656163883,478.289702752
1,39,40,28.125,1.0,0.0201165467467,-1.0,74.7448812969,22.0,1.0,0.111842423158,-1.0,-12.8698812969,1.05339667434,287.799002902,479.314859997,480.123281649,481.131744469,482.190207602
2,0,511,359.296875,0.838703193994,0.216284169582,-1.0,79.2273523518,15.0,0.965734432428,0.145352784795,-1.0,11.4757726482,1.32712686621,484.634948674,485.649005667,486.457434161,487.465899262,488.799393199
2,1,259,182.109375,0.44882283482,0.268906983076,0.655011783756,-62.0764102849,216.0,0.900975005756,0.0682271079607,0.563426584804,-30.0329647151,3.66347519588,484.634948674,489.824589503,490.632993479,491.641442043,495.308580166
2,2,395,277.734375,-0.0383984177995,0.474183508328,-0.351427224487,177.432402671,388.0,-0.0739633693698,0.476941921698,-0.268577162136,-5.16677767081,1.82619802048,484.634948674,496.333726007,497.142145948,498.150612474,499.984194507
2,3,221,155.390625,0.851781464038,0.0945411604707,0.585422935822,-59.4702941001,213.0,0.929785093221,0.0521668813814,0.548906519778,-5.92033089993,2.20647751819,484.634948674,501.009379977,501.817754587,502.826213416,505.043164828
2,4,82,57.65625,1.0,-0.198479155091,-0.679872484948,33.7630557407,80.0,1.0,-0.189075709245,-0.708965549488,-1.41930574066,1.77940362273,484.634948674,506.068301831,506.876738878,507.885204263,509.668753196
2,5,249,175.078125,0.557275547736,0.228026269286,0.654084877906,-89.2115757376,255.0,0.492159363509,0.253017189294,0.656163111527,4.13345073756,1.62569528027,484.634948674,510.69389077,511.502346348,512.510810309,514.144344331
2,6,445,312.890625,0.296953900578,0.415520102116,-1.0,153.671706895,421.0,0.121471671064,0.452518040197,-0.712610339232,-16.5623318948,3.05399851408,484.634948674,515.169506993,515.977919237,516.98637835,520.045109475
2,7,300,210.9375,0.0433537089178,0.395748422077,0.528951029102,-122.794893816,303.0,0.0191349273956,0.402522842081,0.512018356663,1.85739381577,1.85714073898,484.634948674,521.070251324,521.878680959,522.887159459,524.754073609
2,8,503,353.671875,0.773020196022,0.248538461814,-1.0,86.9606004311,4.0,0.879126049628,0.195014037372,-1.0,9.36752456893,1.61207819171,484.634948674,525.779194362,526.587628272,527.596104492,529.21296148
2,9,34,23.90625,1.0,0.0514419701458,-1.0,54.0832716904,51.0,1.0,-0.0385160204876,-1.0,12.0104783096,1.72108446341,484.634948674,530.238101619,531.046543797,532.054997494,533.780225557
2,10,243,170.859375,0.622151010882,0.20168048164,0.647463484622,-96.7705475448,266.0,0.373577590308,0.295207490188,0.648113769863,15.9111725448,2.18573899148,484.634948674,534.80538993,535.613793906,536.622263568,538.81420513
2,11,453,318.515625,0.359670421306,0.39926174925,-1.0,135.734521034,447.0,0.312467642152,0.411646472288,-1.0,-4.25014603425,2.44764164928,484.634948674,539.839425096,540.647776614,541.656242569,544.106552157
2,12,329,231.328125,-0.136053278316,0.448203788942,0.3278337444,-139.425834036,326.0,-0.12383419111,0.444071765824,0.352223541474,-1.90229096355,2.07518464327,484.634948674,545.131673479,545.940129058,546.948594158,549.032206269
2,13,109,76.640625,1.0,-0.294638327523,-0.357773695079,13.2848664849,109.0,1.0,-0.294638327523,-0.357773695079,0.0745085150978,2.71746515669,484.634948674,550.057357527,550.86576863,551.874229169,554.599613465
2,14,419,294.609375,0.107894673663,0.454841969249,-0.678098861371,172.751301642,394.0,-0.0437090198531,0.474655926729,-0.339401417396,-17.3606766424,1.50994418375,484.634948674,555.624704283,556.43318609,557.441618119,558.95849016
2,15,358,251.71875,-0.170583909915,0.474268316859,0.0585874414746,-160.038596424,356.0,-0.17284377641,0.473239407326,0.0788368070227,-1.68015357615,1.83097453555,484.634948674,559.983636002,560.79204739,561.800515627,563.634097089
2,16,158,111.09375,1.0,-0.235949227405,0.139764106,-6.28477998416,137.0,1.0,-0.300190217086,-0.0647316600203,-14.8089700158,2.20327958511,484.634948674,564.659230671,565.467650612,566.47612341,568.684740012
2,17,222,156.09375,0.841778467246,0.0997291618919,0.589484691865,-59.0790334372,212.0,0.93926288676,0.0467731277665,0.543851001166,-7.0147165628,2.00049549853,484.634948674,569.709885853,570.518314917,571.526777166,573.535363433
2,18,127,89.296875,1.0,-0.31111021432,-0.167036648065,-0.252402682289,128.0,1.0,-0.310663006781,-0.156689791083,0.955527682289,1.6777736661,484.634948674,574.560586821,575.368936913,576.377404579,578.060969991
2,19,407,286.171875,0.0305886347219,0.46645515455,-0.502577406972,169.740789348,399.0,-0.0164460389312,0.472031251936,-0.400274523968,-5.91266434756,1.91209860519,484.634948674,579.086102148,579.894553735,580.902991751,582.819905644
2,20,26,18.28125,1.0,0.0920921692153,-1.0,65.7029033588,35.0,1.0,0.0462653595507,-1.0,6.01584664117,1.47304578824,484.634948674,583.845103944,584.653478554,585.661941089,587.145465048
2,21,233,163.828125,0.728670395113,0.154909781369,0.626482233315,-81.9066964716,244.0,0.611372359265,0.206163547436,0.648880721676,8.07857147156,1.55541516095,484.634948674,588.170602906,588.979035961,589.987501917,591.546030623
2,22,132,92.8125,1.0,-0.307426825298,-0.115555361894,2.0363254548,125.0,1.0,-0.311567427947,-0.187805059354,-4.8488254548,1.5627253335,484.634948674,592.571190719,593.379607809,594.388074335,595.954935856
2,23,64,45.0,1.0,-0.108036866323,-1.0,50.5852979743,56.0,1.0,-0.0653675053377,-1.0,-5.58529797434,0.9777832455,484.634948674,596.980100514,597.788514753,598.796961607,599.780480719
2,24,373,262.265625,-0.135407706169,0.478559568072,-0.0996974893599,173.437301491,393.0,-0.0489456633786,0.475102171109,-0.327443230616,14.2970735089,1.59217785019,484.634948674,600.805583511,601.614010579,602.622466557,604.222672169
2,25,158,111.09375,1.0,-0.235949227405,0.139764106,-36.9727624896,181.0,1.0,-0.123914391386,0.3392011262,15.8790124896,1.0618774551,484.634948674,605.247834831,606.056251351,607.064710464,608.131535778
2,26,212,149.0625,0.93926288676,0.0467731277665,0.543851001166,-63.1005414557,218.0,0.881467392804,0.0788246127756,0.572559633417,4.03804145568,2.136891325,484.634948674,609.156665653,609.965129785,610.97355212,613.115502777
2,27,292,205.3125,0.112881669716,0.376069582356,0.569261850688,-106.771223819,280.0,0.228089347314,0.342018854333,0.61587222022,-8.54127618137,2.0888601765,484.634948674,614.140646623,614.949063143,615.957501729,618.049459484
2,28,479,336.796875,0.572572153349,0.331768222426,-1.0,116.11391263,475.0,0.539218753276,0.343659807328,-1.0,-2.91078763029,1.94674074231,484.634948674,619.074620151,619.883030969,620.891520588,622.841755764
2,29,240,168.75,0.654373017221,0.188015059697,0.642463954019,-90.4960549604,257.0,0.470472903111,0.261039853404,0.655841377839,11.7460549604,2.97036217013,484.634948674,623.866936103,624.675318411,625.683790353,628.659173652
2,30,432,303.75,0.199227897075,0.437687328843,-1.0,147.811980591,430.0,0.184725017221,0.440645728776,-0.941904167281,-1.56198059055,1.96087186085,484.634948674,629.684321774,630.492746277,631.501205105,633.468124729
2,31,245,172.265625,0.600577697281,0.210610106048,0.650172825369,-81.728601312,244.0,0.611372359265,0.206163547436,0.648880721676,-0.537023687974,1.27977881022,484.634948674,634.493247477,635.30170106,636.310157322,637.593653798
2,32,88,61.875,1.0,-0.225257592204,-0.599932847766,12.6118851466,110.0,1.0,-0.296722754836,-0.346921960777,15.5131148534,1.38616447058,484.634948674,638.618805056,639.427230984,640.435700646,641.827545674
2,33,321,225.703125,-0.0999433513493,0.43654647086,0.391174984052,-138.88449157,326.0,-0.12383419111,0.444071765824,0.352223541474,3.18136657005,1.73621484684,484.634948674,642.852680682,643.661118869,644.669579693,646.411488212
2,34,116,81.5625,1.0,-0.306446923025,-0.282515442494,-3.576334375,133.0,1.0,-0.306259573676,-0.105336427414,12.013834375,0.960173088126,484.634948674,647.436618943,648.245070815,649.253528503,650.22029446
2,35,202,142.03125,1.0,-0.00802826454356,0.487596984314,-59.584309999,213.0,0.929785093221,0.0521668813814,0.548906519778,7.55305999901,2.29527383298,484.634948674,651.245459117,652.05386965,653.062332755,655.362667345
2,36,424,298.125,0.142174562463,0.448819569244,-0.770229420881,156.139824809,418.0,0.101175887384,0.455961754156,-0.661679309199,-4.26482480866,1.87285043951,484.634948674,656.38779551,657.196203192,658.204659455,660.088230397
2,37,14,9.84375,0.95801504718,0.150023555696,-1.0,73.7096607681,23.0,1.0,0.106943944166,-1.0,6.44658923193,1.23510724492,484.634948674,661.113401612,661.921810434,662.930283803,664.172096814
2,38,344,241.875,-0.172543464245,0.464730234515,0.195503824632,-165.902214365,364.0,-0.160194321586,0.476704516321,-0.00341124574885,14.0272143651,1.63112666318,484.634948674,665.197298535,666.005670865,667.014177304,668.656013922
2,39,3,2.109375,0.871087178923,0.199335109687,-1.0,85.5056423474,6.0,0.895129075663,0.186272780825,-1.0,2.38498265263,1.80316845374,484.634948674,669.681180575,670.489593104,671.498065617,673.306626966
